Smoothed Frequency Response
Resolution = 1/24 octave
Numpoints = 720
SamplingRate = 96000 Hz
Frequency(Hz)   Magnitude(dB)
    5.902	 117.0499
    5.976	 117.0500
    6.051	 117.0503
    6.128	 117.0506
    6.205	 117.0508
    6.283	 117.0511
    6.362	 117.0514
    6.442	 117.0517
    6.523	 117.0520
    6.605	 117.0522
    6.688	 117.0526
    6.773	 117.0529
    6.858	 117.0532
    6.944	 117.0535
    7.032	 117.0539
    7.120	 117.0542
    7.210	 117.0546
    7.301	 117.0549
    7.393	 117.0553
    7.486	 117.0557
    7.580	 117.0561
    7.675	 117.0565
    7.772	 117.0569
    7.870	 117.0573
    7.969	 117.0578
    8.069	 117.0582
    8.171	 117.0587
    8.274	 117.0591
    8.378	 117.0596
    8.484	 117.0601
    8.590	 117.0606
    8.698	 117.0611
    8.808	 117.0617
    8.919	 117.0622
    9.031	 117.0628
    9.145	 117.0634
    9.260	 117.0639
    9.377	 117.0645
    9.495	 117.0652
    9.614	 117.0658
    9.735	 117.0664
    9.858	 117.0671
    9.982	 117.0678
   10.108	 117.8559
   10.235	 117.8566
   10.364	 117.8574
   10.494	 117.8581
   10.626	 117.8589
   10.760	 117.8597
   10.896	 117.8605
   11.033	 117.8613
   11.172	 117.8622
   11.313	 117.8631
   11.455	 117.8640
   11.599	 117.8649
   11.745	 117.8658
   11.893	 117.8668
   12.043	 117.8678
   12.195	 117.8688
   12.348	 117.8698
   12.504	 117.8709
   12.661	 117.8720
   12.820	 117.8731
   12.982	 117.8743
   13.145	 117.8755
   13.311	 117.8767
   13.478	 117.8779
   13.648	 117.8792
   13.820	 117.8805
   13.994	 117.8818
   14.170	 117.8832
   14.349	 117.8846
   14.529	 117.8860
   14.712	 117.8875
   14.897	 117.8890
   15.085	 117.8905
   15.275	 117.8921
   15.467	 117.8938
   15.662	 117.8954
   15.859	 117.8971
   16.059	 117.8989
   16.261	 117.9007
   16.466	 117.9025
   16.673	 117.9044
   16.883	 117.9063
   17.096	 117.9083
   17.311	 117.9103
   17.529	 117.9124
   17.750	 117.9146
   17.973	 117.9167
   18.199	 117.9190
   18.429	 117.9213
   18.661	 117.9236
   18.896	 117.9260
   19.133	 117.9285
   19.374	 117.9310
   19.618	 117.9336
   19.865	 117.9363
   20.115	 117.9390
   20.369	 117.9418
   20.625	 117.9447
   20.885	 117.9476
   21.148	 117.9506
   21.414	 117.9537
   21.684	 117.9568
   21.957	 117.9601
   22.233	 117.9634
   22.513	 117.9668
   22.797	 117.9702
   23.084	 117.9738
   23.374	 117.9775
   23.669	 117.9812
   23.967	 117.9850
   24.268	 117.9890
   24.574	 117.9930
   24.883	 117.9971
   25.197	 118.0013
   25.514	 118.0057
   25.835	 118.0101
   26.160	 118.0146
   26.490	 118.0193
   26.823	 118.0240
   27.161	 118.0289
   27.503	 118.0339
   27.849	 118.0390
   28.200	 118.0443
   28.555	 118.0496
   28.915	 118.0551
   29.279	 118.0608
   29.647	 118.0665
   30.021	 118.0724
   30.399	 118.0785
   30.781	 118.0847
   31.169	 118.0910
   31.561	 118.0975
   31.959	 118.1042
   32.361	 118.1110
   32.769	 118.1179
   33.181	 118.1251
   33.599	 118.1324
   34.022	 118.1399
   34.450	 118.1475
   34.884	 118.1554
   35.323	 118.1634
   35.768	 118.1716
   36.219	 118.1800
   36.675	 118.1887
   37.136	 118.1975
   37.604	 118.2065
   38.077	 118.2157
   38.557	 118.2251
   39.042	 118.2348
   39.534	 118.2447
   40.032	 118.2548
   40.536	 118.2652
   41.046	 118.2758
   41.563	 118.2866
   42.086	 118.2977
   42.616	 118.3091
   43.153	 118.3207
   43.696	 118.3325
   44.246	 118.3447
   44.803	 118.3571
   45.368	 118.3698
   45.939	 118.3827
   46.517	 118.3960
   47.103	 118.4096
   47.696	 118.4235
   48.297	 118.4377
   48.905	 118.4522
   49.520	 118.4670
   50.144	 118.4822
   50.775	 118.4977
   51.415	 118.5135
   52.062	 118.5297
   52.717	 118.5463
   53.381	 118.5632
   54.053	 118.5805
   54.734	 118.5981
   55.423	 118.6161
   56.121	 118.6346
   56.828	 118.6534
   57.543	 118.6726
   58.268	 118.6922
   59.001	 118.7122
   59.744	 118.7327
   60.496	 118.7536
   61.258	 118.7749
   62.029	 118.7967
   62.810	 118.8189
   63.601	 118.8416
   64.402	 118.8647
   65.213	 118.8884
   66.034	 118.9125
   66.866	 118.9371
   67.707	 118.9622
   68.560	 118.9877
   69.423	 119.0138
   70.297	 119.0405
   71.182	 119.0676
   72.079	 119.0953
   72.986	 119.1235
   73.905	 119.1523
   74.836	 119.1816
   75.778	 119.2115
   76.732	 119.2419
   77.698	 119.2730
   78.677	 119.3046
   79.667	 119.3368
   80.670	 119.3696
   81.686	 119.4030
   82.715	 119.4370
   83.756	 119.4717
   84.811	 119.5069
   85.879	 119.5428
   86.960	 119.5794
   88.055	 119.6166
   89.163	 119.6544
   90.286	 119.6929
   91.423	 119.7321
   92.574	 119.7719
   93.740	 119.8124
   94.920	 119.8536
   96.115	 119.8955
   97.325	 119.9381
   98.551	 119.9814
   99.792	 120.0254
  101.048	 120.0701
  102.320	 120.1155
  103.609	 120.1617
  104.913	 120.2085
  106.234	 120.2561
  107.572	 120.3045
  108.926	 120.3535
  110.298	 120.4034
  111.687	 120.4539
  113.093	 120.5052
  114.517	 120.5573
  115.959	 120.6101
  117.419	 120.6637
  118.897	 120.7180
  120.394	 120.7731
  121.910	 120.8290
  123.445	 120.8856
  124.999	 120.9430
  126.573	 121.0012
  128.167	 121.0601
  129.781	 121.1198
  131.415	 121.1803
  133.069	 121.2416
  134.745	 121.3036
  136.441	 121.3664
  138.159	 121.4299
  139.899	 121.4943
  141.660	 121.5593
  143.444	 121.6252
  145.250	 121.6918
  147.079	 121.7592
  148.931	 121.8274
  150.806	 121.8963
  152.705	 121.9659
  154.628	 122.0363
  156.575	 122.1075
  158.546	 122.1794
  160.542	 122.2520
  162.564	 122.3253
  164.611	 122.3994
  166.683	 122.4742
  168.782	 122.5497
  170.907	 122.6259
  173.059	 122.7028
  175.238	 122.7804
  177.444	 122.8587
  179.679	 122.9377
  181.941	 123.0173
  184.232	 123.0976
  186.552	 123.1785
  188.900	 123.2601
  191.279	 123.3423
  193.687	 123.4251
  196.126	 123.5085
  198.595	 123.5925
  201.096	 123.6771
  203.628	 123.7623
  206.192	 123.8480
  208.788	 123.9343
  211.417	 124.0211
  214.079	 124.1084
  216.774	 124.1962
  219.504	 124.2845
  222.268	 124.3733
  225.066	 124.4626
  227.900	 124.5522
  230.770	 124.6423
  233.675	 124.7329
  236.617	 124.8238
  239.597	 124.9150
  242.613	 125.0067
  245.668	 125.0986
  248.762	 125.1909
  251.894	 125.2834
  255.065	 125.3762
  258.277	 125.4693
  261.529	 125.5626
  264.822	 125.6561
  268.156	 125.7497
  271.533	 125.8435
  274.951	 125.9375
  278.413	 126.0315
  281.919	 126.1256
  285.469	 126.2197
  289.063	 126.3139
  292.703	 126.4080
  296.388	 126.5020
  300.120	 126.5960
  303.899	 126.6899
  307.725	 126.7836
  311.600	 126.8772
  315.523	 126.9704
  319.496	 127.0634
  323.519	 127.1561
  327.592	 127.2483
  331.717	 127.3401
  335.893	 127.4314
  340.123	 127.5222
  344.405	 127.6123
  348.742	 127.7018
  353.133	 127.7906
  357.579	 127.8785
  362.081	 127.9656
  366.640	 128.0517
  371.257	 128.1369
  375.931	 128.2209
  380.665	 128.3038
  385.458	 128.3854
  390.311	 128.4657
  395.225	 128.5446
  400.202	 128.6220
  405.241	 128.6978
  410.343	 128.7720
  415.510	 128.8445
  420.742	 128.9153
  426.039	 128.9845
  431.403	 129.0519
  436.835	 129.1176
  442.336	 129.1816
  447.905	 129.2438
  453.545	 129.3042
  459.255	 129.3629
  465.038	 129.4199
  470.893	 129.4750
  476.822	 129.5284
  482.826	 129.5801
  488.905	 129.6300
  495.061	 129.6782
  501.294	 129.7248
  507.606	 129.7676
  513.997	 129.7972
  520.469	 129.8039
  527.023	 129.7965
  533.658	 129.7935
  540.378	 129.7935
  547.182	 129.7741
  554.071	 129.7277
  561.048	 129.6748
  568.112	 129.6378
  575.265	 129.6252
  582.508	 129.6375
  589.843	 129.6639
  597.269	 129.6867
  604.790	 129.6988
  612.405	 129.7113
  620.115	 129.7309
  627.923	 129.7376
  635.830	 129.7082
  643.835	 129.6589
  651.942	 129.6267
  660.151	 129.6093
  668.463	 129.5665
  676.879	 129.4718
  685.402	 129.3585
  694.032	 129.2657
  702.771	 129.1938
  711.619	 129.1323
  720.579	 129.0756
  729.652	 129.0214
  738.839	 128.9644
  748.142	 128.8940
  757.562	 128.7984
  767.100	 128.6651
  776.759	 128.4826
  786.539	 128.2699
  796.443	 128.0690
  806.471	 127.9073
  816.625	 127.7779
  826.907	 127.6706
  837.319	 127.5792
  847.862	 127.4983
  858.537	 127.4185
  869.347	 127.3274
  880.293	 127.2232
  891.377	 127.1165
  902.600	 127.0194
  913.965	 126.9464
  925.473	 126.9100
  937.126	 126.9187
  948.925	 126.9834
  960.873	 127.0975
  972.972	 127.2351
  985.222	 127.3771
  997.627	 127.5301
 1010.189	 127.7025
 1022.908	 127.9124
 1035.787	 128.1727
 1048.829	 128.4564
 1062.035	 128.7197
 1075.407	 128.9585
 1088.948	 129.1725
 1102.659	 129.3449
 1116.542	 129.4714
 1130.601	 129.5463
 1144.837	 129.5756
 1159.251	 129.5836
 1173.848	 129.6002
 1188.628	 129.6238
 1203.594	 129.6577
 1218.748	 129.6786
 1234.094	 129.6614
 1249.632	 129.5911
 1265.366	 129.4724
 1281.299	 129.3162
 1297.432	 129.1315
 1313.768	 128.9252
 1330.309	 128.7139
 1347.060	 128.5078
 1364.021	 128.2917
 1381.195	 128.0450
 1398.586	 127.7833
 1416.195	 127.5493
 1434.027	 127.3771
 1452.083	 127.2570
 1470.366	 127.1575
 1488.880	 127.0535
 1507.626	 126.9197
 1526.609	 126.7716
 1545.831	 126.6450
 1565.294	 126.5536
 1585.003	 126.4578
 1604.960	 126.3350
 1625.168	 126.2121
 1645.631	 126.1369
 1666.351	 126.1139
 1687.332	 126.1262
 1708.578	 126.1584
 1730.090	 126.2212
 1751.874	 126.3312
 1773.932	 126.5199
 1796.268	 126.7957
 1818.885	 127.1065
 1841.787	 127.3638
 1864.977	 127.5322
 1888.459	 127.6679
 1912.237	 127.8110
 1936.314	 127.8818
 1960.694	 127.7878
 1985.381	 127.5052
 2010.379	 127.0615
 2035.692	 126.4767
 2061.324	 125.8337
 2087.278	 125.2099
 2113.559	 124.5632
 2140.171	 123.8061
 2167.118	 123.0635
 2194.405	 122.5386
 2222.035	 122.3404
 2250.012	 122.5086
 2278.343	 123.0388
 2307.029	 123.8061
 2336.077	 124.6544
 2365.491	 125.4577
 2395.275	 126.1448
 2425.434	 126.7137
 2455.973	 127.1847
 2486.897	 127.5502
 2518.209	 127.7870
 2549.916	 127.9234
 2582.022	 128.0728
 2614.533	 128.3539
 2647.453	 128.7198
 2680.787	 129.0186
 2714.541	 129.1307
 2748.720	 129.0073
 2783.330	 128.6369
 2818.375	 128.1316
 2853.861	 127.6282
 2889.794	 127.2259
 2926.180	 126.9982
 2963.024	 126.9866
 3000.332	 127.1882
 3038.109	 127.5653
 3076.362	 127.9839
 3115.097	 128.2964
 3154.319	 128.4148
 3194.036	 128.2938
 3234.252	 127.9561
 3274.975	 127.5035
 3316.210	 127.0611
 3357.965	 126.7790
 3400.245	 126.7914
 3443.058	 127.0810
 3486.410	 127.5645
 3530.308	 128.1079
 3574.758	 128.5694
 3619.768	 128.8644
 3665.345	 129.0259
 3711.496	 129.1058
 3758.228	 129.1662
 3805.548	 129.2679
 3853.464	 129.3963
 3901.983	 129.4794
 3951.113	 129.4750
 4000.862	 129.3883
 4051.237	 129.2368
 4102.247	 129.1004
 4153.898	 129.0673
 4206.201	 129.1272
 4259.161	 129.2171
 4312.789	 129.2577
