Smoothed Frequency Response
Resolution = 1/24 octave
Numpoints = 720
SamplingRate = 96000 Hz
Frequency(Hz)   Magnitude(dB)
 4367.091	 129.1503
 4422.078	 128.8351
 4477.756	 128.3632
 4534.136	 127.8069
 4591.226	 127.2694
 4649.035	 126.8835
 4707.571	 126.6958
 4766.844	 126.6742
 4826.864	 126.8237
 4887.640	 127.1419
 4949.180	 127.5427
 5011.496	 127.9356
 5074.596	 128.2579
 5138.491	 128.4240
 5203.190	 128.3413
 5268.704	 127.9813
 5335.042	 127.4331
 5402.217	 126.8593
 5470.236	 126.4212
 5539.113	 126.1953
 5608.856	 126.0959
 5679.478	 125.9163
 5750.988	 125.5645
 5823.399	 125.2157
 5896.723	 125.1734
 5970.969	 125.5194
 6046.150	 126.0284
 6122.277	 126.3854
 6199.363	 126.3448
 6277.420	 125.7442
 6356.460	 124.4458
 6436.495	 122.4049
 6517.537	 120.1089
 6599.600	 119.5619
 6682.696	 120.8745
 6766.838	 121.9391
 6852.041	 122.0847
 6938.315	 121.4675
 7025.676	 120.6174
 7114.137	 120.1939
 7203.711	 120.2223
 7294.414	 119.9887
 7386.259	 118.9674
 7479.260	 117.3018
 7573.432	 116.6941
 7668.790	 118.2352
 7765.348	 119.8618
 7863.122	 120.4792
 7962.127	 120.2176
 8062.379	 119.6889
 8163.893	 119.5852
 8266.686	 119.8903
 8370.772	 120.1312
 8476.169	 120.4095
 8582.894	 121.1931
 8690.962	 122.3384
 8800.391	 123.1774
 8911.196	 123.3708
 9023.398	 123.0443
 9137.013	 122.6340
 9252.058	 122.4851
 9368.551	 122.4853
 9486.512	 122.4391
 9605.957	 122.5758
 9726.906	 123.1707
 9849.379	 123.9685
 9973.393	 124.5415
10098.969	 124.7541
10226.126	 124.7273
10354.884	 124.5489
10485.264	 124.1293
10617.284	 123.5604
10750.968	 123.2297
10886.334	 123.3527
11023.404	 123.6834
11162.201	 123.9596
11302.745	 124.0792
11445.060	 123.9893
11589.165	 123.7467
11735.085	 123.5452
11882.843	 123.5104
12032.461	 123.5930
12183.962	 123.7577
12337.372	 123.9484
12492.713	 123.9761
12650.010	 123.7882
12809.287	 123.4839
12970.569	 123.0570
13133.884	 122.5511
13299.253	 122.3188
13466.705	 122.5048
13636.266	 122.7517
13807.961	 122.8308
13981.818	 122.6930
14157.865	 122.4403
14336.128	 122.5176
14516.635	 123.1507
14699.415	 123.9689
14884.497	 124.5477
15071.909	 124.6821
15261.681	 124.4616
15453.842	 124.1232
15648.423	 123.8334
15845.453	 123.6356
16044.965	 123.4750
16246.988	 123.3303
16451.557	 123.2598
16658.699	 123.3992
16868.449	 123.5819
17080.842	 123.5358
17295.908	 123.3439
17513.684	 123.2023
17734.199	 123.2152
17957.492	 123.1907
18183.596	 123.2500
18412.547	 123.4761
18644.381	 123.7954
18879.135	 123.9847
19116.844	 123.9413
19357.545	 123.9434
19601.277	 124.0588
19848.080	 124.3193
20097.988	 124.3031
20351.043	 124.1224
20607.285	 123.9572
20866.754	 124.0895
21129.488	 124.1073
21395.531	 124.0283
21664.926	 123.8466
21937.711	 123.8114
22213.930	 123.6215
22493.627	 123.1077
22776.846	 122.0346
23063.631	 120.5825
23354.027	 118.8057
23648.080	 116.7467
23945.836	 114.1379
24247.340	 110.5891
24552.641	 106.2439
24861.785	 100.7381
25174.822	 96.3602
25491.801	 93.2992
25812.770	 88.8970
26137.781	 87.9842
26466.883	 87.1441
26800.131	 86.5214
27137.572	 86.1075
27479.266	 86.2409
27825.258	 87.0199
28175.609	 87.6989
28530.371	 88.0438
28889.600	 88.3972
29253.350	 89.1812
29621.682	 89.7922
29994.650	 89.9337
30372.316	 90.3241
30754.736	 91.1522
31141.973	 91.7755
31534.084	 92.1918
31931.133	 93.0169
32333.180	 93.6131
32740.289	 94.1397
33152.527	 95.2622
33569.953	 95.9702
33992.633	 95.6174
34420.641	 94.2138
34854.031	 92.6230
35292.883	 71.9820
35737.258	 72.2636
36187.230	 72.2695
36642.867	 71.7894
37104.238	 71.3025
37571.422	 71.3464
38044.488	 71.4157
38523.508	 70.8321
39008.563	 70.4639
39499.723	 70.6823
39997.066	 70.9804
40500.672	 71.2307
41010.621	 71.3305
41526.988	 71.3079
42049.859	 70.8864
42579.313	 70.5717
43115.434	 70.3911
43658.301	 70.6702
44208.008	 70.7710
44764.633	 70.7184
45328.270	 70.6784
45899.004	 70.5565
46476.922	 70.4021
47062.117	 70.0779
47654.680	 70.0041
